File Name,Date of Petition,Date Comments,Identity of Submitting Entity,Representation Details,Cited Statutes or Regulations,FDA Action Commented On,Requested Action,Justification for Request,Comments by RA
FDA-2019-P-2998-0001_Citizen_Petition_from_SONAR.pdf,,"Certification says June 17, 2019","Southern Network on Adverse Reactions (SONAR), affiliated with the Center for Medication Safety and Efficacy at the South Carolina College of Pharmacy, University of South Carolina","No legal or consulting firm listed. Petition was submitted directly by Charles Bennett, M.D., Ph.D., M.P.P., on behalf of SONAR","21 U.S.C. § 355(o)(4) (FDCA section 505(o)(4))
- 21 U.S.C. § 355-1(a)(2)(A)
- 21 U.S.C. § 355-1(f)(3)
- 21 C.F.R. § 10.30 (Citizen petition procedure)
- 21 C.F.R. § 208.1(c)(2) (Medication guides and REMS)
- FDA Guidance documents from 2011 and 2019","The current labeling and risk management framework for Levaquin (levofloxacin), including lack of:
- Explicit Black Box warnings for FQAD and psychiatric adverse events
- A Risk Evaluation and Mitigation Strategy (REMS)","Add Fluoroquinolone-Associated Disability (FQAD) to the Levaquin Black Box Warning
- Add Psychiatric Adverse Events (e.g. suicide, psychosis) to the Black Box Warning
- Implement a new REMS requiring education, registration, and certification for prescribers and pharmacies, and patient registry enrollment","FDA’s own FAERS data estimate over 12 million adverse events and 200,000 deaths related to Levaquin from 1996–2019 (after scaling for underreporting).
- FDA already recognizes FQAD as a constellation of serious, disabling, potentially irreversible symptoms.
- Psychiatric adverse events are not clearly communicated in labeling despite being recognized.
- Current labeling does not effectively inform physicians or patients; only a REMS can ensure appropriate education and risk mitigation.
- No method exists to predict or prevent adverse events related to Levaquin. A REMS is the only effective safeguard",
FDA-2019-P-2123-0001_Citizen_Petition_from_Lachman_Consultants.pdf,"May 1, 2019",,Lachman Consultants,"Yes – Petition submitted by Sharif Ahmed, Principal Consultant at Lachman Consultants, on behalf of a client (the client is not named)","21 C.F.R. § 10.25(a) (General submission of petitions)
- 21 C.F.R. § 10.30 (Citizen petition procedures)
- 21 C.F.R. § 314.161 (Drug withdrawal determination)
- 21 C.F.R. § 314.122(a) (Evidence needed for withdrawal)
- 21 C.F.R. § 314.162 (Orange Book amendments)
- 21 C.F.R. § 25.31(a) (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact submission)","Determination of whether the drug ATROPINE SULFATE ANSYR PLASTIC SYRINGE®, NDA 021146 (0.5mg/5mL strength), has been withdrawn for reasons of safety or effectiveness. The product appears in the “Discontinued Section” of the Orange Book","Request that the FDA determine whether the Reference Listed Drug (RLD), ATROPINE SULFATE ANSYR PLASTIC SYRINGE® [0.5mg/5mL (0.1 mg/mL)], NDA 021146, has been withdrawn for reasons of safety or effectiveness","The product is now in the Discontinued Section of the Orange Book.
- The petitioner is unaware of any safety or effectiveness concerns prompting the withdrawal.
- Believes the withdrawal was likely due to commercial reasons, not due to public health concerns.
- FDA must confirm this to allow ANDA referencing",
FDA-2019-P-4979-0001_Citizen_Petition_from_Andersen_Pharma_LLC.pdf,"October 22, 2019",,Andersen Pharma LLC,"No external representative or law firm mentioned. Petition submitted directly by Madan Chilakuri, M.S.; R.Ph., VP of Quality & Regulatory Affairs at Andersen Pharma LLC","Section 505(j)(2)(C) of the FD&C Act (Suitability Petition)
- 21 C.F.R. § 10.20 (Submission of information and views)
- 21 C.F.R. § 10.30 (Citizen petition procedures)
- 21 C.F.R. § 25.31(a) (Environmental assessment categorical exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact statement)
- Pediatric Research Equity Act: FD&C Act § 505B(b)","Determination of whether a proposed change in fill volume for Magnesium Sulfate in 5% Dextrose Injection, USP (from 2 gm/100 mL to 1 gm/50 mL) is suitable for submission via ANDA, based on RLD NDA 020488","Petitioner requests FDA to determine that Magnesium Sulfate in 5% Dextrose Injection, USP, 1 gm/50 mL is suitable for ANDA submission, citing that the only change from the RLD is the fill volume, with same concentration","The proposed product is identical to the RLD in active ingredients, dosage form, route of administration, pH, osmolarity, and labeling (except for strength).
- Only the fill volume differs (1 gm/50 mL vs. 2 gm/100 mL), with the same concentration.
- A ready-to-use format offers improved safety and efficiency, eliminating need for compounding.
- Petition does not propose changes that would require pediatric studies under the Pediatric Research Equity Act.
- The petitioner claims no issues of safety or efficacy are introduced by this change",
FDA-2019-P-3934-0001_Suitability_Petition_from_AuroMedics_Pharma_LLC_on.pdf,"August 20, 2019",,AuroMedics Pharma LLC,"Yes – The petition was submitted on behalf of Aurobindo Pharma Ltd (APL) by Vincent P. Andolina, Vice President of Regulatory Affairs, AuroMedics Pharma LLC","Section 505(j)(2)(C) of the FD&C Act
- 21 C.F.R. § 10.20
- 21 C.F.R. § 10.30
- 21 C.F.R. § 25.30(h) (Environmental impact categorical exclusion)
- Reference to FDA-2017-P-1096 as precedent","Whether FDA will permit the filing of an ANDA referencing the discontinued formulation of Vasostrict® (vasopressin) Injection 20 units/mL, NDA# 204485, with a new fill volume of 10 mL (instead of the original 1 mL)","FDA is requested to permit submission of an ANDA for Vasopressin Injection 20 units/mL (10 mL fill volume) based on the discontinued formulation of the RLD, using the same concentration and excipients, but with greater total drug content","The proposed product is identical in all aspects to the original formulation of the RLD except for fill volume and total drug content (200 units/10 mL vs. 20 units/1 mL).
- The concentration remains unchanged at 20 units/mL.
- The formulation and route of administration are the same.
- The FDA previously determined (FDA-2017-P-1096) that the original formulation had not been withdrawn for safety or effectiveness reasons.
- Therefore, ANDA referencing the original RLD is acceptable, and the petitioner believes the proposed product raises no new safety or efficacy concerns",
FDA-2019-P-3886-0004_Citizen_Petition_Withdrawal_Request_from_Turner_Sc.pdf,"August 23, 2019","Withdrawing petition from August 14, 2019","David Hicks, CEO, Turner Scientific, LLC",None – the submission was made directly by the petitioner (David Hicks); no law firm or representative was involved.,"Not Mentioned in the withdrawal communication. The original petition might contain regulatory citations, but this withdrawal letter does not.",The letter refers to withdrawing a previously submitted citizen petition. No specific FDA action is mentioned beyond that.,"Withdraw the citizen petition submitted on August 14, 2019","The petitioner indicates an intent to resubmit the substance as a draft guidance document within one or two months, after gathering more support",
FDA-2019-P-4879-0005_Withdrawal_from_Lachman_Consultant_Services_Inc.pdf,"December 7, 2020",,"Lachman Consultant Services, Inc.","The original petition was submitted by a Lachman consultant (name not stated), who is no longer with the firm. The withdrawal is submitted by Diana Sloane, Senior Associate at Lachman Consultant Services, Inc. No third-party entity was represented.","Federal Food, Drug, and Cosmetic Act (FDCA)
- 21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30","The original petition requested FDA to designate Nitrofurantoin Oral Suspension, 25 mg/5 mL (ANDA 201355, held by Nostrum Laboratories Inc.) as a reference standard in the Approved Drug Products with Therapeutic Equivalence Evaluations (Orange Book)",Withdraw the previously submitted Citizen Petition (Docket No. FDA-2019-P-4879),"The specific Lachman consultant who originally submitted the petition is no longer with the firm, prompting the formal withdrawal by a different representative",
FDA-2019-P-3232-0001_Citizen_Petition_from_Lachman_Consultants.pdf,"July 2, 2019",,"Lachman Consultant Services, Inc.","Yes – The petition was submitted by Sharif Ahmed, Principal Consultant at Lachman Consultants, on behalf of a client (client is unnamed","21 C.F.R. § 10.25(a)
- 21 C.F.R. § 10.30
- 21 C.F.R. § 314.161
- 21 C.F.R. § 314.122(a)
- 21 C.F.R. § 314.162
- 21 C.F.R. § 25.31(a) (Environmental impact exclusion)
- 21 C.F.R. § 10.30(b) (Economic impact information)","FDA's classification of NIX (Permethrin) Topical Lotion, NDA 019435, as discontinued in the Orange Book and the absence of a formal determination on whether it was withdrawn for safety or effectiveness reasons","Petitioner requests that the FDA determine whether the RLD (NIX Topical Lotion, NDA 019435) has been withdrawn for reasons of safety or effectiveness","NIX (Permethrin) was approved in 1986 and later listed in the Discontinued Section of the Orange Book.
- FDA had not (at the time) issued a determination whether the drug was withdrawn for safety or effectiveness.
- Petitioner claims no known safety or effectiveness concerns and believes the withdrawal was likely due to commercial reasons",
FDA-2019-P-4006-0001_Citizen_Petition_from_Tate___Lyle_Ingredients_Amer.pdf,"August 21, 2019",,Tate & Lyle Ingredients Americas LLC,"The petition was submitted directly by the company, signed by Lore W. Kolberg, MS RDN, Director of Regulatory and Scientific Affairs. No external representative or law firm involved","21 C.F.R. § 10.30 (Citizen petitions)
- 21 C.F.R. § 101.9(c)(1)(i)(C) (Calorie calculation for nutrition labeling)
- 21 C.F.R. § 101.9(c)(6)(i) (Dietary fiber definition, referenced indirectly)
- 21 C.F.R. § 25.30(k) (Environmental impact exemption)
- 21 C.F.R. § 10.30(b) (Economic impact report requirement)
- Sections 403(q) and 701(a) of the Federal Food, Drug, and Cosmetic Act",FDA’s assignment of 2 kcal/g to soluble non-digestible carbohydrates under 21 C.F.R. § 101.9(c)(1)(i)(C). The petitioner is requesting an exception for resistant maltodextrin A,"FDA is requested to:
- Amend 21 C.F.R. § 101.9(c)(1)(i)(C) to assign a caloric value of 0.2 kcal/gram for “resistant maltodextrin A.”
- Add a new section (c)(1)(i)(G) to define this special caloric factor.
- Exercise enforcement discretion in the interim to allow the use of this lower calorie value on Nutrition Facts panels","“Resistant maltodextrin A” is chemically distinct, with a linkage ratio and structure that leads to significantly lower energy yield.
- Scientific evidence (Attachment A) and a clinical breath hydrogen study show a caloric value of 0.2 kcal/g.
- Use of this ingredient would support lower-calorie food product development and improve fiber intake among consumers.
- Aligns with FDA’s science-based approach to flexible labeling and public health goals",
FDA-2019-P-1643-0004_Withdrawal_from_Public_Citizen.pdf,"April 10, 2019",,Public Citizen’s Health Research Group,"No third-party representative; petition submitted directly by Sidney Wolfe, M.D., Founder and Senior Adviser of Public Citizen’s Health Research Group","Section 505(q) of the Federal Food, Drug, and Cosmetic Act (mentioned in reference to required certification)","The letter refers to a prior petition requesting the FDA impose a moratorium on new opioid approvals. No specific regulation or guidance is named, but the action relates to drug approval policy for opioids",Withdraw the original petition (FDA-2019-P-1643-0001); intent to submit a revised petition with updated 505(q) certification,The petitioner intends to resubmit the petition with a precisely dated certification to meet FDA’s requirements under 505(q),
FDA-2019-P-5048-0001_Citizen_Petition_from_Epstein__Becker_and_Green_P_.pdf,"October 29, 2019",,"Innovative Health Solutions, Inc. (IHS)","Represented by Epstein Becker & Green, P.C., specifically attorneys James A. Boiani and Bonnie I. Scott","21 C.F.R. § 10.30 (Citizen petition submission)
- 21 C.F.R. § 876.5340 (Classification of non-implanted nerve stimulators)
- Section 513(i) of the FDCA (Substantial equivalence standard)
- 21 C.F.R. § 807.92(a)(3) (510(k) content)
- 21 C.F.R. § 25.34 (Environmental impact exemption)",FDA’s classification order and special controls under 21 C.F.R. § 876.5340 for non-implanted nerve stimulators for functional abdominal pain relief following a de novo clearance of the IB-Stim device,"FDA should:
- Refrain from finding substantial equivalence for devices under 21 C.F.R. § 876.5340 unless the device is essentially identical to IB-Stim, or supported by:
   - Preclinical studies (e.g., in animal IBS models), and
   - At least one clinical trial in U.S. pediatric patients showing non-inferiority to IB-Stim","IB-Stim is the only device cleared in this class and was approved through robust preclinical and clinical data in pediatric IBS patients.
- Devices with design or functional differences (e.g., in stimulation frequency, nerve targets, grounding method, or electrode design) may not be equivalent and could pose risks to children.
- FDA’s current special controls are insufficient to ensure safety and effectiveness of significantly different devices.
- The petition provides evidence showing how design parameters directly impact therapeutic efficacy and safety (e.g., use of transillumination, patented array, stimulation field effect).
- Clearing unevaluated devices as substantially equivalent may compromise pediatric patient safety and mislead clinicians",
