File Name,Date of Response,Date Comments,Responding FDA Center,Response to Petition,Cited Statutes or Regulations,Justification for Response,Status of Review,Review Comments
FDA-2017-P-3196-0071_Response_Letter_from_CFSAN_to_Philip_Spiller__et__.pdf,10/13/2017,,"Center for Food Safety and Applied Nutrition (CFSAN)
",Denied,"- 21 CFR § 10.30(e)(3) – Governing denial of citizen petitions
- 21 CFR § 10.30(b)(3) – Requirements for the content of citizen petitions
- 21 CFR § 20 – Freedom of Information Act (FOIA) regulations","- The 2017 seafood advisory was developed through a rigorous process with stakeholder input, peer review, and is consistent with the latest scientific evidence and public health policy.
- FDA concluded that the advisory appropriately balanced benefits of fish consumption with methylmercury risks.
- Petitioners failed to demonstrate that withdrawal of the 2017 advisory or issuance of new advice would improve public health outcomes.
- FDA found no obligation to conduct the requested experimental studies and defended the scientific basis for the categorization of fish as “Best Choices” or “Good Choices.”
- The FDA stated that the petition did not meet the regulatory standard to warrant administrative action under 21 CFR § 10.30.",FALSE,
FDA-2017-P-3196-0074_Reconsideration_Denial_CP_Response_to_Philip_Spill.pdf,10/10/2018,,"Not explicitly named, but signed by Leslie Kux, Associate Commissioner for Policy.",Denied,"- 21 CFR § 10.33(d) – Standard for granting a petition for reconsideration
","- The petitioner failed to show that relevant information or views in the administrative record were not previously or adequately considered.
- FDA affirmed that it had evaluated data on fish consumption, neurodevelopmental outcomes, public comments, and scientific literature including dietary guidelines.
- The agency concluded that while the petitioner disagreed with the FDA’s conclusions and methodology (e.g., consumption categories, use of certain studies), disagreement does not demonstrate a failure to consider information.
- FDA emphasized that it considered the ALSPAC data (used in Daniels and Hibbeln studies) and clarified earlier citation issues.
- The request to conduct experimental studies was also rejected, as no failure to consider relevant administrative data was shown
",FALSE,
FDA-2017-P-3251-0031_Denial_Letter_from_CDER_to_Petitioner___redacted_R.pdf,8/8/2017,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- 21 CFR § 60.30 – Requirements for submitting a due diligence petition
- 21 CFR § 60.30(d) – Certification requirement
- 21 CFR § 60.34(b) – Grounds for denying a petition without consideration of the merits
- 35 U.S.C. § 156 (various subsections)","- The petitioner did not provide the required certification under 21 CFR § 60.30(d) that a complete copy of the petition was served on the applicant.
- Because of this omission, FDA denied the petition without considering the merits under 21 CFR § 60.34(b).
- FDA also noted that it is not authorized to determine whether a patent term is extended or its length, only to provide the USPTO with regulatory review period information.
- Nonetheless, FDA reviewed Genzyme’s development timeline and found no evidence indicating failure to act with due diligence.
- Example: A clinical hold in 2006 was resolved within 31 days and largely involved FDA’s review.",FALSE,
FDA-2017-P-3329-0003_Interim_Response_from_FDA_to_Hyman__Phelps___McNam.pdf,11/20/2017,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Allows FDA to issue interim responses to citizen petitions when a final decision has not yet been made
","- The FDA cited the need to address other Agency priorities and numerous demands on its resources as the reason for the delay in responding to the petition.
- It acknowledged receipt of the petition regarding the assignment of a therapeutic equivalence code (AP) to voriconazole.",FALSE,
FDA-2017-P-3329-0004_Response_from_FDA_CDERto_Hyman__Phelps___McNamara_.pdf,3/15/2019,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- 21 CFR § 314.3(b) – Definition of therapeutic equivalents
- Section 505(b)(2) of the Federal Food, Drug, and Cosmetic Act (FD&C Act)
- Section 736(a)(2)(B) – Prescription drug program fee exemptions
- 21 CFR §§ 10.25(a), 10.30 – Citizen petition regulations","- FDA found that Xellia’s Voriconazole and VFEND I.V. (Pfizer’s product) are:
• Pharmaceutical equivalents – Same active ingredient, dosage form (injection), and strength.
• Bioequivalent – Based on in vitro data and literature, differences in excipients do not impact pharmacokinetics.
- Because they are pharmaceutical equivalents and bioequivalent, they are therapeutically equivalent.
- As a result, FDA assigned a TE Code “AP” (injectable aqueous solutions).
- FDA also concluded that Xellia’s product met the criteria for exemption from certain user fees under section 736(a)(2)(B)(ii), as it was the “same product as another product” approved under section 505(b) or 505(j).",FALSE,
FDA-2017-P-3330-0005_Interim_Response_from_FDA_redacted.pdf,11/17/2017,,Center for Devices and Radiological Health (CDRH),Interim Response,"- 21 CFR § 10.30(e)(2) – Permits the FDA to issue an interim response to a citizen petition when a final decision is pending
","- The petition raised complex issues regarding the reconsideration or revocation of 510(k) Premarket Notification K151763, which require further review and analysis by agency officials.
- FDA issued this interim response due to the pending nature of the final decision.
",FALSE,
FDA-2017-P-3330-0006_Dental_Laser_CP_Final_Response.pdf,1/28/2020,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- 21 CFR § 10.30(k) – Citizen petitions may not request enforcement action
- 21 CFR § 10.30(e) – Provides for denial of petitions not within scope
- 21 CFR § 10.45 – Clarifies that denial of enforcement request is not a final administrative action","- The petition asked FDA to reconsider, suspend, or revoke 510(k) clearance K151763 for Millennium Dental Technologies' PerioLase Nd:YAG Pulsed Dental Laser System.
- FDA interpreted this as a request for enforcement action, which is not permitted under citizen petition regulations.
- Such enforcement decisions are discretionary and evaluated case-by-case.
- FDA appreciated the complaint and stated it would evaluate the matter further to determine any needed follow-up.",FALSE,
FDA-2017-P-3405-0003_Interim_response__from_FDA_CDRH__to__Michael_Boggi.pdf,11/2/2017,,"Center for Devices and Radiological Health (CDRH)
",Interim Response,"- 21 CFR § 10.30(e)(2) – Regulation permitting issuance of interim responses when a final decision is pending
","- The petition requested FDA initiate rulemaking to prevent mixing of individuals’ data on home medical device software (e.g., smartphone apps).
- FDA stated that the petition raised issues requiring further internal review and analysis.
- An interim response was issued pending completion of that review.",FALSE,
FDA-2017-P-3405-0004_Letter_from_FDA_CDRH_to__Michael_Boggi.pdf,7/24/2018,,"Center for Devices and Radiological Health (CDRH)
",Denied,"- Section 514(c)(1)(A) of the FD&C Act
- Guidance Document: Pre-market Submission Recommendations for Interoperable Medical Devices (Sept 6, 2017)
- FDA-Recognized Consensus Standards:
- ISO/IEEE 11073 (PHD & PoCD Communication)
- ISO/IEC 15026 (Software Engineering)
- LOINC
- SNOMED-CT
- IEC 62366-1 (Usability Engineering)
- IHE-PCD PCIM White Paper (2017)","- Standards-based approach is more adaptable and efficient than rulemaking.
- FDA guidance and recognized standards already address the issue of data mixing and interoperability.
- Existing practices: Manufacturers already rely on FDA-recognized standards for safety and effectiveness.
- Continued evaluation: FDA remains engaged in assessing and recognizing new standards",FALSE,
FDA-2017-P-3468-0004_Interim_Response_from_FDA_to_Teligent_Pharma__Inc.pdf,11/27/2017,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2) – FDA regulation covering interim responses to citizen petitions
","The FDA has not yet made a decision due to competing priorities and demands on its resources. The interim nature of the response complies with 21 CFR 10.30(e)(2), which permits the agency to provide such responses when unable to resolve the petition within the standard timeframe",FALSE,
FDA-2017-P-3468-0005_Petition_Denial_Letter_from_FDA_CDER_to_Teligent_P.pdf,5/7/2018,,"Center for Drug Evaluation and Research (CDER)
",Denied,"- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b) – Definition of listed drugs and therapeutic equivalents
- 21 CFR 314.94(a)(3) – Requirements for ANDA bioequivalence studies
- 81 FR 69580 at 69619 (Oct. 6, 2016) – FDA guidance on ANDAs","- Current Reference Standard is Active: FDA verified that the drug product (ketoconazole cream 2%, ANDA 075581) is still in distribution and has not been discontinued.
- No Grounds Stated for New Standard: Petition did not provide sufficient justification to select a new reference standard.
- FDA Practice: The agency typically selects a single reference standard unless circumstances (e.g., discontinuation) warrant a change.
- Distributor Confirmation: Although the product is listed under Teva’s ANDA, it is distributed under G&W Laboratories, which is acceptable under Orange Book policy",FALSE,
FDA-2017-P-3484-0003_Interim_Response_Letter_from_FDA_CDER_to_Glasshous.pdf,11/30/2017,,"Center for Drug Evaluation and Research (CDER)
",Interim Response,"21 CFR 10.30(e)(2) – This regulation governs the FDA's ability to issue interim responses when a full response cannot yet be provided
","- Pending Agency Review: The petition remains unresolved due to prioritization of other Agency matters.
- Regulatory Compliance: The interim nature of the response is permitted under 21 CFR 10.30(e)(2)
",FALSE,
FDA-2017-P-3484-0004_Petition_Approval_Letter_from_FDA_CDER.pdf,4/13/2018,,"Center for Drug Evaluation and Research (CDER)
",Approved,"- Section 505(j) of the FD&C Act (21 U.S.C. 355(j))
- 21 CFR 314.3(b) – Definitions of listed drugs, therapeutic equivalents, and RLDs
- 21 CFR 314.94(a)(3) – Requirements for ANDA bioequivalence studies
- 21 CFR 314.161(a) and 314.122(a) – Regarding RLD withdrawal and bioequivalence applicability
- 81 FR 69580, 69619 (Oct. 6, 2016) – Guidance on ANDA procedures","- Current Reference Standard Discontinued: Bactroban Calcium Cream (NDA 050746) was determined to be discontinued and moved to the Discontinued Drug Product List.
- Need for Replacement: A new reference standard was necessary for bioequivalence studies.
- Market Leader Justification: Glenmark’s mupirocin calcium cream (ANDA 201587) was selected as the reference standard because it is the market leader, per FDA’s evaluation of commercial data.
- Petitioners Provided Valid Grounds: The petitions collectively presented sufficient rationale to justify the change",FALSE,
