File Name,Date of Response,Identity of Submitting Entity,Source_Year
FDA-2018-P-2073-0005_Response_Letter_from_FDA_to_LMS_Direc.pdf,"December 30, 2020",FDA to LMS Direc,2018
FDA-2018-P-2361-0005_Interim_Response_Letter_from_FDA_CDER_to_BF_Innova.pdf,"June 12, 
2018",FDA CDER to BF Innova,2018
FDA-2018-P-2408-0022_Agency_Response_Letter_fro_FDA_CDER_to_Public_Citi.pdf,"June 21, 2018",Public Citi,2018
FDA-2018-P-2658-0003_Interim_response_from_FDA_CDER_to__Hyman__Phelps__.pdf,"July 10, 2018",FDA CDER to  Hyman  Phelps,2018
FDA-2018-P-2658-0004_Response_Letter_from_FDA_to_Hyman__Phelps__and_McN.pdf,"July 10, 2018",FDA to Hyman  Phelps  and McN,2018
FDA-2018-P-2720-0003_Interim_response_from_FDA_CDER_to_Hyman__Phelps___.pdf,"July 13, 2018",FDA CDER to Hyman  Phelps,2018
FDA-2018-P-2749-0003_Interim_response_from_FDA_CDER_to_Anne_A__Shirinia.pdf,"July 13, 2018",FDA CDER to Anne A  Shirinia,2018
FDA-2018-P-2754-0004_Interim_response_from_FDA_CDER_to_Ascend_Laborator.pdf,"July 18, 2018",FDA CDER to Ascend Laborator,2018
FDA-2018-P-2755-0007_Interim_response_from_FDA_CDER_to_Ascend_Laborator.pdf,"July 18, 2018",FDA CDER to Ascend Laborator,2018
FDA-2018-P-2755-0008_Response_Letter_from_FDA_to_Hyman__Phelps__and_McN.pdf,"July 18, 2018",FDA to Hyman  Phelps  and McN,2018
FDA-2018-P-2838-0011_Final_Response_Letter_from_FDA_CFSAN_to_Public_Cit.pdf,"July 23, 2018",FDA CFSAN to Public Cit,2018
FDA-2018-P-2862-0007_Interim_response_from_FDA_CDER_to__Lupin_Pharmaceu.pdf,"July 24, 2018",FDA CDER to  Lupin Pharmaceu,2018
FDA-2018-P-2901-0003_Interim_response_from_FDA_CDER_to_Yiling_Pharmaceu.pdf,"July 26, 2018",FDA CDER to Yiling Pharmaceu,2018
FDA-2018-P-2997-0006_Interim_Response_from_FDA_OP_to_New_Civil_Libertie.pdf,"August 1, 2018",FDA OP to New Civil Libertie,2018
FDA-2018-P-3076-0003_Interim_Response_Letter_from_FDA_CDER_to_Dr__Josep.pdf,"August 6, 2018",FDA CDER to Dr  Josep,2018
FDA-2018-P-3176-0004_Agency_Interim_Response_Letter_from_FDA_CDRH_to_Me.pdf,"August 15, 2018",FDA CDRH to Me,2018
FDA-2018-P-3176-0005_Final_Response_Letter_from_FDA_CDER_to_Medefil__In.pdf,"August 15, 2018",FDA CDER to Medefil  In,2018
FDA-2018-P-3266-0006_Interim_Response_Letter_from_FDA_CDER_to_Haynes_an.pdf,"August 23, 2018",FDA CDER to Haynes an,2018
FDA-2018-P-3266-0007_Final_Response_Letter_from_FDA_to_Haynes_and_Boone.pdf,"August 23, 2018",FDA to Haynes and Boone,2018
FDA-2018-P-3281-0013_Final_Response_Letter_from_FDA_CDER_to_Pfizer_Esse.pdf,"August 27, 2018",FDA CDER to Pfizer Esse,2018
FDA-2018-P-3284-0022_Response_Letter_from_FDA_CDER_to__Keryx_Biopharmac.pdf,"February 21, 2019",FDA CDER to  Keryx Biopharmac,2018
FDA-2018-P-3355-0017_Interim_Response_from_FDA_CDER.pdf,"August 13, 2018",FDA CDER,2018
FDA-2018-P-3355-0020_Final_Response_from_FDA_CDER_to_AllCare_Health.pdf,"September 4, 2018",FDA CDER to AllCare Health,2018
FDA-2018-P-3372-0008_Final_response_from_FDA_CDRH_to_Ohio_State_Univers.pdf,"April 21, 2021",FDA CDRH to Ohio State Univers,2018
FDA-2018-P-3401-0010_Agency_Response_Letter_from_FDA_CDER_to_Novo_Nordi.pdf,"September 05, 2018",FDA CDER to Novo Nordi,2018
FDA-2018-P-3426-0004_Response_Letter_from_FDA_CDER_to_Pharmax_Group__In.pdf,"September 7, 2018",FDA CDER to Pharmax Group  In,2018
FDA-2018-P-3616-0011_Response_Letter_from_FDA_CDER_to_Suven_Life_Scienc.pdf,"September 26, 2018",FDA CDER to Suven Life Scienc,2018
FDA-2018-P-3640-0008_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"September 25, 2018",FDA CFSAN to,2018
FDA-2018-P-3640-0009_Interim_Response_Letter_from_FDA_CFSAN_to_Informat.pdf,"September 25, 2018",FDA CFSAN to Informat,2018
FDA-2018-P-3666-0004_Denial_Response_Letter_from_FDA_CDER_to_Fresenius_.pdf,"September 25, 2018",FDA CDER to Fresenius,2018
FDA-2018-P-3709-0011_Interim_Response_Letter_from_FDA_CDRH_to_Jennifer_.pdf,"March 4, 2019",FDA CDRH to Jennifer,2018
FDA-2018-P-3709-0014_Final_Response_Letter_from_FDA_CDRH_to_Jennifer_Ne.pdf,"July 12, 2022",FDA CDRH to Jennifer Ne,2018
FDA-2018-P-3742-0005_Final_Response_from_FDA_CDER_to_Pharmacmechanics.pdf,"October 1, 2018",FDA CDER to Pharmacmechanics,2018
FDA-2018-P-3786-0006_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"October 3, 2018",FDA CDER to Hyman  Phelps   M,2018
FDA-2018-P-3806-0004_Response_letter_from_FDA_CDER_to_Greg_Grillo.pdf,"October 4, 2018",FDA CDER to Greg Grillo,2018
FDA-2018-P-3825-0004_180_Day_Interim_Response_Letter_from_FDA_CFSAN_to_.pdf,"October 9, 2018",FDA CFSAN to,2018
FDA-2018-P-3896-0005_Interim_Response_from_FDA_CDRH_to_Chul_Hi_Park_Red.pdf,"April 11,2019",FDA CDRH to Chul Hi Park Red,2018
FDA-2018-P-3933-0003_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"October 17, 2018",FDA CDER to Fresenius Kabi US,2018
FDA-2018-P-3951-0004_Interim_Response_Letter_from_FDA_CDRH_Redacted.pdf,"October 18, 2018",FDA CDRH Redacted,2018
FDA-2018-P-4281-0006_Response_Letter_from_FDA_CDER_to_Fresenius_Kabi_US.pdf,"November 7, 2018",FDA CDER to Fresenius Kabi US,2018
FDA-2018-P-4306-0037_Interim_Response_from_FDA_CDER__re_Citizen_Petitio.pdf,"November 9, 2018",FDA CDER  re Citizen Petitio,2018
FDA-2018-P-4306-0050_Response_Letter_from_FDA_CDER_to_Jill_H__Osborne_R.pdf,"November 8, 2018",FDA CDER to Jill H  Osborne R,2018
FDA-2018-P-4338-0025_Agency_Response_Letter_from_FDA_CDER_to_PMRS.pdf,"November 13, 2018",FDA CDER to PMRS,2018
FDA-2018-P-4454-0011_Final_Response_Letter_from_FDA_CFSAN_to_Bonumose_L.pdf,"November 19, 2018",FDA CFSAN to Bonumose L,2018
FDA-2018-P-4549-0007_Interim_Response_Letter_for_FDA_2018_P_4549.pdf,"November 29, 2018",FDA DDM to Unichem Phar,2018
FDA-2018-P-4549-0009_Response_Letter_from_FDA_CDER_to_Unichem_Pharmaceu.pdf,"November 28, 2018",FDA CDER to Unichem Pharmaceu,2018
FDA-2018-P-4591-0003_Interim_Response_Letter_from_FDA_CFSAN_to_Internat.pdf,"November 30, 2018",FDA CFSAN to Internat,2018
FDA-2018-P-4642-0005_Agency_Response_Letter_from_FDA_CVM_to_Provetica_A.pdf,"December 6, 
2018",FDA CVM to Provetica A,2018
FDA-2018-P-4832-0004_Interim_Response_Letter_from_FDA_CDER_to_Goodwin_P.pdf,"December 21, 2018",FDA CDER to Goodwin P,2018
FDA-2018-P-4832-0005_Final_Response_Letter_from_FDA_CDER_to_Goodwin_Pro.pdf,"December 21, 2018",FDA CDER to Goodwin Pro,2018
FDA-2019-P-0076-0008_Response_Letter_from_FDA_CDER_to_Unichem_Pharmaceu.pdf,1/7/19,FDA CDER to Unichem Pharmaceu,2019
FDA-2019-P-0198-0006_Response_Letter_from_FDA_to_Lachman_Consultant_Ser.pdf,1/14/19,FDA to Lachman Consultant Ser,2019
FDA-2019-P-0417-0013_Response_Letter_from_FDA_CDER_to_Scilex_Pharmaceut.pdf,"December 31, 2018",FDA CDER to Scilex Pharmaceut,2019
FDA-2019-P-0537-0004_Response_Letter_from_FDA_CDER_to_Kulkarni_Law_Firm.pdf,2/4/19,FDA CDER to Kulkarni Law Firm,2019
FDA-2019-P-0726-0007_Final_Response_Letter_from_FDA_CDER_to_Sunny_Pharm.pdf,"February 13, 2019",FDA CDER to Sunny Pharm,2019
FDA-2019-P-0913-0009_Interim_Response_Letter_from_FDA_CFSAN_to_Independ.pdf,3/20/19,FDA CFSAN to Independ,2019
FDA-2019-P-0916-0005_Response_Letter_from_FDA_to_Felix_Pharmaceuticals_.pdf,"February 25, 2019",FDA to Felix Pharmaceuticals,2019
FDA-2019-P-1130-0006_Final_Response_Letter_from_FDA_CBER_to_Kent_Hecken.pdf,"December 2, 2022",FDA CBER to Kent Hecken,2019
FDA-2019-P-1198-0009_Interim_Response_Letter_from_FDA_CFSAN_to_KIND_LLC.pdf,"March 13, 
2019",FDA CFSAN to KIND LLC,2019
FDA-2019-P-1236-0006_Interim_Response_Letter_from_FDA_CDER_to_Sarfaraz_.pdf,3/15/19,FDA CDER to Sarfaraz,2019
FDA-2019-P-1351-0351_Interim_Response_Letter_from_FDA_CDER_to_Law_Offic.pdf,3/21/19,FDA CDER to Law Offic,2019
FDA-2019-P-1525-0005_Interim_Response_Letter_from_FDA_CDER_to_Baxter_He.pdf,4/30/19,FDA CDER to Baxter He,2019
FDA-2019-P-1525-0007_Final_Response_Letter_from_FDA_CDER_to_Baxter_Heal.pdf,4/30/19,FDA CDER to Baxter Heal,2019
FDA-2019-P-1534-0014_Interim_Response_Letter_from_FDA_CDER_to_American_.pdf,4/1/19,FDA CDER to American,2019
FDA-2019-P-1534-0016_Response_Letter_from_FDA_CDER_to_American_Associat.pdf,"March 29, 2019",FDA CDER to American Associat,2019
FDA-2019-P-1560-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,4/3/19,FDA CDER to Hyman  Ph,2019
FDA-2019-P-1607-0003_Response_Letter_from_FDA_to_Aurobindo_Pharma_USA__.pdf,4/4/19,FDA to Aurobindo Pharma USA,2019
FDA-2019-P-1636-0006_Interim_Response_Letter_from_FDA_CDER_to_Nexsen_Pr.pdf,4/5/19,FDA CDER to Nexsen Pr,2019
FDA-2019-P-1640-0008_Interim_Response_Letter_from_FDA_CFSAN_to_Top_Heal.pdf,4/5/19,FDA CFSAN to Top Heal,2019
FDA-2019-P-1640-0010_Final_Response_Letter_from_FDA_CFSAN_to_Top_Health.pdf,"January 9, 2020",FDA CFSAN to Top Health,2019
FDA-2019-P-1678-0003_Interim_Response_Letter_from_FDA_CDER_to_Exela_Pha.pdf,4/8/19,FDA CDER to Exela Pha,2019
FDA-2019-P-1679-0077_Interim_Response_from_FDA_Office_of_Orphan_Product.pdf,"April 8, 2019",FDA Office of Orphan Product,2019
FDA-2019-P-1679-0079_Response_Letter_from_FDA_to_Lassman_Law___Policy.pdf,"April 5, 2019",FDA to Lassman Law   Policy,2019
FDA-2019-P-1783-0005_Response_Letter___Denial__from_FDA_CDER_to_Public_.pdf,4/16/19,FDA CDER to Public,2019
FDA-2019-P-1800-0006_Denial_Response_from_FDA_CDRH_to_Boditech_Med_Inc_.pdf,"April 16, 2019",FDA CDRH to Boditech Med Inc,2019
FDA-2019-P-1818-0007_Interim_Response_from_FDA_CDER_to_Public_Citizen_s.pdf,4/17/19,FDA CDER to Public Citizen s,2019
FDA-2019-P-1818-0008_Agency_Response_Letter_from_FDA_CDER_to_Public_Cit.pdf,"April 16, 2019",FDA CDER to Public Cit,2019
FDA-2019-P-1893-0008_Interim_Response_Letter_from_FDA_CDER_to_Novartis_.pdf,4/19/19,FDA CDER to Novartis,2019
FDA-2019-P-1893-0010_Final_Response_Letter_from_FDA_CDER_to_Novartis_Ph.pdf,"April 18, 2019",FDA CDER to Novartis Ph,2019
FDA-2019-P-1911-0007_Interim_Response_Letter_from_FDA_CFSAN_to_Keller_a.pdf,4/22/19,FDA CFSAN to Keller a,2019
FDA-2019-P-1911-0008_Final_Response_Letter_from_FDA_CFSAN_to_Keller_and.pdf,4/22/19,FDA CFSAN to Keller and,2019
FDA-2019-P-1980-0006_Interim_Response_Letter_from_FDA_CDER_to_Novitium_.pdf,4/25/19,FDA CDER to Novitium,2019
FDA-2019-P-2074-0003_Interim_Response_from_FDA_CDER_to_Encube_Ethicals_.pdf,5/10/19,FDA CDER to Encube Ethicals,2019
FDA-2019-P-2074-0004_Final_Response_from_FDA_CDER_to_Encube_Ethicals_Pr.pdf,"April 30, 2019",FDA CDER to Encube Ethicals Pr,2019
FDA-2019-P-2088-0003_Interim_Response_Letter_from_FDA_CDER_to_Summit_He.pdf,5/2/19,FDA CDER to Summit He,2019
FDA-2019-P-2123-0004_Agency_Response_Letter_from_FDA_CDER_to_Lachman_Co.pdf,5/2/19,FDA CDER to Lachman Co,2019
FDA-2019-P-2142-0006_Interim_Response_Letter_from_FDA_to_Archer_Daniels.pdf,5/3/19,FDA to Archer Daniels,2019
FDA-2019-P-2239-0008_Interim_Response_Letter_from_FDA_to_BioNeutra_Nort.pdf,5/10/19,FDA to BioNeutra Nort,2019
FDA-2019-P-2239-0009_Final_Response_Letter_from_FDA_to_BioNeutra_North_.pdf,"January 9, 2020",FDA to BioNeutra North,2019
FDA-2019-P-2240-0010_Response_Letter_from_FDA_CDER_to_Axinn.pdf,5/9/19,FDA CDER to Axinn,2019
FDA-2019-P-2289-0183_Partial_Response_from_FDA_CDER_to_Contraceptive_St.pdf,"May 9, 2019",FDA CDER to Contraceptive St,2019
FDA-2019-P-2370-0004_Response_Letter_from_FDA_CDER_to_Alembic_Pharmaceu.pdf,5/23/19,FDA CDER to Alembic Pharmaceu,2019
FDA-2019-P-2537-0005_Interim_Response_from_FDA_to_Allergan_Holdings_Unl.pdf,5/24/19,FDA to Allergan Holdings Unl,2019
FDA-2019-P-2590-0003_Interim_Response_Letter_from_FDA_to_Fresenius_Kabi.pdf,5/29/19,FDA to Fresenius Kabi,2019
FDA-2019-P-2853-0003_Interim_Response_Letter_from_FDA_to_Fresenius_Medi.pdf,6/13/19,FDA to Fresenius Medi,2019
FDA-2019-P-2853-0004_Final_Response_from_FDA_CDER_to_Fresenius_Medical_.pdf,"June 11, 2019",FDA CDER to Fresenius Medical,2019
FDA-2019-P-2869-0006_Interim_Response_Letter_from_FDA_CDER_to_Valisure_.pdf,6/13/19,FDA CDER to Valisure,2019
FDA-2019-P-2945-0062_FDA_Interim_Reponse_Redacted.pdf,6/25/19,Jesse J LeBlanc III,2019
FDA-2019-P-2982-0004_Agency_Response_Letter_from_FDA_CDER_to_Hetero_Lab.pdf,6/20/19,FDA CDER to Hetero Lab,2019
FDA-2019-P-2998-0006_Interim_Response_Letter_from_FDA_CDER_to_SONAR.pdf,6/21/19,FDA CDER to SONAR,2019
FDA-2019-P-2998-0104_Final_Response_Letter_from_FDA_CDER_to_Southern_Ne.pdf,"June 20, 
2019",FDA CDER to Southern Ne,2019
FDA-2019-P-3022-0008_Approval_Letter_from_FDA_CDER_to_Foley___Lardner_L.pdf,"June 24, 2019",FDA CDER to Foley   Lardner L,2019
FDA-2019-P-3082-0004_Interim_Response_Letter_from_FDA_CDER_to_Andarix_P.pdf,6/26/19,FDA CDER to Andarix P,2019
FDA-2019-P-3109-0006_Approval_Letter_from_FDA_CVM_to_Noble_Pharma__LLC.pdf,"June 24, 2019",FDA CVM to Noble Pharma  LLC,2019
FDA-2019-P-3232-0004_Interim_Response_Letter_from_FDA_CDER_to_Lachman_C.pdf,7/5/19,FDA CDER to Lachman C,2019
FDA-2019-P-3232-0006_Response_Letter_from_FDA_CDER_to_Lachman_Consultan.pdf,"July 2, 2019",FDA CDER to Lachman Consultan,2019
FDA-2019-P-3266-0014_Interim_Response_letter_to__Medical_Research_Colla.pdf,7/8/19,Medical Research Colla,2019
FDA-2019-P-3424-0003_Response_Letter_from_FDA_CDER_to_Medical_Research_.pdf,7/17/19,FDA CDER to Medical Research,2019
FDA-2019-P-3545-0008_Response_Letter_from_FDA_CDER_to_Axinn__Veltrop___.pdf,7/26/19,FDA CDER to Axinn  Veltrop,2019
FDA-2019-P-3803-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,8/13/19,FDA CDER to Hyman  Ph,2019
FDA-2019-P-3809-0003_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,8/13/19,FDA CDER to Lachman Con,2019
FDA-2019-P-3877-0004_Response_Letter_to_Harman_Finochem_Limited_Updated.pdf,8/20/19,Harman Finochem Limited Updated,2019
FDA-2019-P-3903-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,"August 16, 2019",FDA CDER to Hyman  Ph,2019
FDA-2019-P-3903-0004_Approval_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"August 16, 2019",FDA CDER to Hyman  Phelps   M,2019
FDA-2019-P-3907-0003_Interim_Response_Letter_from_FDA_CDER_to_Novitium_.pdf,"August 16, 2019",FDA CDER to Novitium,2019
FDA-2019-P-3937-0003_Interim_Response_Letter_from_FDA_CDER_to_Teva_Phar.pdf,8/21/19,FDA CDER to Teva Phar,2019
FDA-2019-P-4003-0010_Denial_Response_from_FDA_CDER_to_Lisa_Myslinski_Re.pdf,8/26/19,FDA CDER to Lisa Myslinski Re,2019
FDA-2019-P-4006-0007_Interim_Response_Letter_from_FDA_CFSAN_to_Tate___L.pdf,8/26/19,FDA CFSAN to Tate   L,2019
FDA-2019-P-4140-0016_Response_Letter_from_FDA_CDER_to_Persion_Pharmaceu.pdf,9/5/19,FDA CDER to Persion Pharmaceu,2019
FDA-2019-P-4155-0003_Interim_Response_Letter_from_FDA_CDER_to_Teva_Phar.pdf,9/6/19,FDA CDER to Teva Phar,2019
FDA-2019-P-4261-0003_Interim_Response_Letter_from_FDA_CDER_to_Hyman__Ph.pdf,9/12/19,FDA CDER to Hyman  Ph,2019
FDA-2019-P-4261-0004_Approval_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"May 14, 2020",FDA CDER to Hyman  Phelps   M,2019
FDA-2019-P-4281-0007_Interim_Response_Letter_from_FDA_CDER_to_Valisure_.pdf,"September 13, 2019",FDA CDER to Valisure,2019
FDA-2019-P-4281-0008_Final_Response_Letter_from_FDA_CDER_to_Valisure__L.pdf,"April 1, 2020",FDA CDER to Valisure  L,2019
FDA-2019-P-4424-0003_Interim_Response_Letter_from_FDA_CDER_to_Hibrow_He.pdf,"September 23, 2019",FDA CDER to Hibrow He,2019
FDA-2019-P-4424-0004_Response_letter_from_FDA__CDER_to_Hibrow_Healthcar.pdf,"May 7, 2020",FDA  CDER to Hibrow Healthcar,2019
FDA-2019-P-4448-0004_Interim_Response_Letter_from_FDA_CFSAN_to_Samuel_A.pdf,"September 24, 2019",FDA CFSAN to Samuel A,2019
FDA-2019-P-4481-0007_Interim_Response_Letter_from_FDA_CDER_to_Macleods_.pdf,"April 29, 2020",FDA CDER to Macleods,2019
FDA-2019-P-4515-0004_Interim_Response_from_Foley___Lardner_LLP_to_FDA_C.pdf,"September 26, 2019",Foley   Lardner LLP to FDA C,2019
FDA-2019-P-4643-0014_Final_response_from_FDA_CFSAN_to_Physicians_Commit.pdf,10/4/19,FDA CFSAN to Physicians Commit,2019
FDA-2019-P-4669-0003_Interim_Response_Letter_from_FDA_CFSAN_to_RdR_Solu.pdf,10/8/19,FDA CFSAN to RdR Solu,2019
FDA-2019-P-4670-0005_Interim_Response_Letter_from_FDA_CFSAN_to_Lonza_In.pdf,10/8/19,FDA CFSAN to Lonza In,2019
FDA-2019-P-4670-0008_Response_Letter_from_FDA_CFSAN_to_Lonza_Inc.pdf,"February 24, 2022",FDA CFSAN to Lonza Inc,2019
FDA-2019-P-4683-0007_Interim_Response_Letter_from_FDA_CDER_to_Public_Ci.pdf,"October 8, 2019",FDA CDER to Public Ci,2019
FDA-2019-P-4683-0008_Response_Letter_from_FDA__to_Public_Citizen_s_Heal.pdf,"October 8, 2019",FDA  to Public Citizen s Heal,2019
FDA-2019-P-4830-0014_Interim_Response_Letter_from_FDA_CDER_to_Ipsen_Bio.pdf,10/17/19,FDA CDER to Ipsen Bio,2019
FDA-2019-P-4830-0016_Response_Letter_from_FDA_CDER_to_Ipsen_Biopharmace.pdf,"October 15, 2019",FDA CDER to Ipsen Biopharmace,2019
FDA-2019-P-4879-0004_Interim_Response_from_FDA_CDER_to_Lachman_Consulta.pdf,"October 18, 2019",FDA CDER to Lachman Consulta,2019
FDA-2019-P-4962-0003_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"October 24, 2019",FDA CDER to Fresenius,2019
FDA-2019-P-4962-0005_Interim_Response_Letter_from_FDA_CDER_to_Fresenius.pdf,"January 15, 2021",FDA CDER to Fresenius,2019
FDA-2019-P-5048-0005_Interim_Response_Letter_from_FDA_CDRH_to_Epstein_B.pdf,"April 27, 2020",FDA CDRH to Epstein B,2019
FDA-2019-P-5048-0006_Final_Response_Letter_from_FDA_CDRH_to_Epstein_Bec.pdf,"July 29, 2024",FDA CDRH to Epstein Bec,2019
FDA-2019-P-5069-0004_Interim_Response_Letter_from_FDA_CFSAN_to_Ontario_.pdf,"April 6, 2020",FDA CFSAN to Ontario,2019
FDA-2019-P-5069-0005_Final_Response_letter_from_FDA_CFSAN_to_Ms__Rebecc.pdf,"June 30, 2020",FDA CFSAN to Ms  Rebecc,2019
FDA-2019-P-5151-0069_Response_Letter_from_FDA_OSPOP_ORA_to_Robert_K__Je.pdf,"February 21, 2020",FDA OSPOP ORA to Robert K  Je,2019
FDA-2019-P-5151-0077_Interim_Response_Letter_from_FDA_CDER_to_GlaxoSmit.pdf,"November 1, 2019",FDA CDER to GlaxoSmit,2019
FDA-2019-P-5151-0080_Response_Letter_to_GlaxoSmithKline_from_CDER.pdf,"November 1, 2019",CDER,2019
FDA-2019-P-5191-0017_Interim_response_letter_from_FDA_CFSAN.pdf,11/6/19,FDA CFSAN,2019
FDA-2019-P-5237-0004_Interim_Response_Letter_from_FDA_CDER_to_US_Agent_.pdf,"November 5, 2019",FDA CDER to US Agent,2019
FDA-2019-P-5266-0003_Interim_Response_from_FDA_to_James_Grote.pdf,"May 6, 2020",FDA to James Grote,2019
FDA-2019-P-5268-0015_Interim_Response_Letter_from_FDA_CDER_to_Public_Ci.pdf,"May 4, 2020",FDA CDER to Public Ci,2019
FDA-2019-P-5268-0017_Final_Response_Letter_from_FDA_CDER_to_Public_Citi.pdf,"November 6, 2019",FDA CDER to Public Citi,2019
FDA-2019-P-5394-0003_Interim_Response_Letter_from_FDA_CFSAN_to_Consumer.pdf,"June 16, 2020",FDA CFSAN to Consumer,2019
FDA-2019-P-5394-0004_Response_Letter_from_FDA_CFSAN_to_Consumer_Healthc.pdf,"January 26, 2023",FDA CFSAN to Consumer Healthc,2019
FDA-2019-P-5403-0007_Interim_Response_from_FDA_CDER_to_Husch_Blackwell_.pdf,"May 6, 2020",FDA CDER to Husch Blackwell,2019
FDA-2019-P-5440-0003_Interim_response_letter_from_FDA_CDER_to_Diane_Kra.pdf,"November 18, 2019",FDA CDER to Diane Kra,2019
FDA-2019-P-5441-0004_Interim_Response_from_FDA_to_Hyman__Phelps___McNam.pdf,"May 11, 2020",FDA to Hyman  Phelps   McNam,2019
FDA-2019-P-5593-0006_Final_Response_from_FDA_CDER_to_Hyman__Phelps___Mc.pdf,"November 25, 2019",FDA CDER to Hyman  Phelps   Mc,2019
FDA-2019-P-5759-0007_Cover_letter__Response.pdf,"May 3, 2021",,2019
FDA-2019-P-5759-0008_Final_Response_Letter_from_FDA_CDER_to_Aavis_Pharm.pdf,"December 6, 2019",FDA CDER to Aavis Pharm,2019
FDA-2019-P-5760-0007_Response_Letter_from_FDA_CDER_to_Sun_Pharmaceutica.pdf,"December 6, 2019",FDA CDER to Sun Pharmaceutica,2019
FDA-2019-P-5791-0007_Final_Response_from_FDA_CDER_to_Guvam_Pharma_LLC.pdf,"December 8, 2019",FDA CDER to Guvam Pharma LLC,2019
FDA-2019-P-5800-0003_Interim_response_to_Verax_from_FDA_CBER.pdf,"December 10, 2019",FDA CBER,2019
FDA-2019-P-5887-0005_Agency_Response_Letter_from_FDA_CFSAN_to_Upfield_U.pdf,"June 7, 2022",FDA CFSAN to Upfield U,2019
FDA-2019-P-5887-0006_Final_Response_from_FDA_CFSAN_to_Upfield_US_Inc.pdf,12/13/19,FDA CFSAN to Upfield US Inc,2019
FDA-2019-P-5922-0013_Interim_Response_Letter_from_FDA__CTP_to_Respira_T.pdf,"May 5, 2020",FDA  CTP to Respira T,2019
FDA-2019-P-5943-0007_Response_Letter_from_FDA_CDER_to_Hyman__Phelps___M.pdf,"December 16, 2019",FDA CDER to Hyman  Phelps   M,2019
FDA-2019-P-5970-0005_Response_Letter_from_FDA_CDER_to_IQVIA_RDS_In.pdf,12/18/19,FDA CDER to IQVIA RDS In,2019
FDA-2019-P-6044-0006_Agency_Response_Letter_from_FDA_CDER_to_Latham_and.pdf,12/26/19,FDA CDER to Latham and,2019
FDA-2019-P-6045-0019_180_day_Interim_Response_to_the_Wacker_Chemical_Co.pdf,"June 19,2020",the Wacker Chemical Co,2019
FDA-2019-P-6045-0021_Final_Response_Letter_from_FDA_CFSAN_to_Hyman_Phel.pdf,"April 25, 2022",FDA CFSAN to Hyman Phel,2019
FDA-2019-P-6049-0030_Response_Letter_from_FDA_CDER_to_US_WorldMeds__LLC.pdf,"December 23, 2019",FDA CDER to US WorldMeds  LLC,2019
FDA-2019-P-6099-0004_Interim_Response_from_FDA_CBER_to_Public_Citizen.pdf,"December 30, 2019",FDA CBER to Public Citizen,2019
FDA-2019-P-6099-0005_Final_Response_from_FDA_CBER_to_Patients_for_Acces.pdf,"December 30, 2019",FDA CBER to Patients for Acces,2019
FDA-2019-P-6100-0031_Interim_Response_Letter_from_FDA_CBER_to_American_.pdf,"December 31, 
2019",FDA CBER to American,2019
FDA-2019-P-6100-0034_Response_Leter_from_CBER_to_American_Association_o.pdf,"June 8, 2020",CBER to American Association o,2019
FDA-2019-P-6100-0036_Response_Letter_from_CBER_to_American_Association_.pdf,"August 25, 2022",CBER to American Association,2019
FDA-2020-P-0102-0004_Interim_response_from_FDA_CDER_to_Linda_Valentine.pdf,"July 13, 2020",FDA CDER to Linda Valentine,2020
FDA-2020-P-0421-0008_Response_Letter_from_FDA_CDER_to_Cooley_s_Anemia_F.pdf,"January 24, 2020",FDA CDER to Cooley s Anemia F,2020
FDA-2020-P-0511-0006_Interim_Response_letter_from_FDA_CDER_to_Novitium_.pdf,"July 31, 2020",FDA CDER to Novitium,2020
FDA-2020-P-0599-0004_Response_letter_from_FDA_CDER_to_Romark_Laboratori.pdf,"February 4, 
2020",FDA CDER to Romark Laboratori,2020
FDA-2020-P-0725-0011_Interim_Response_letter_from_FDA_CDRH_to_GBUK_Grou.pdf,"July 18, 2020",FDA CDRH to GBUK Grou,2020
FDA-2020-P-0734-0020_Interim_Response_letter_from_FDA_CDRH_to_GBUK_Grou.pdf,"July 18, 2020",FDA CDRH to GBUK Grou,2020
FDA-2020-P-0763-0005_Response_Letter_from_FDA_CDER_to_Clark_Anderson.pdf,"February 12, 2020",FDA CDER to Clark Anderson,2020
FDA-2020-P-0893-0010_Interim_Response_letter_from_FDA_CDRH_to_Kelly_Rom.pdf,2/21/20,FDA CDRH to Kelly Rom,2020
FDA-2020-P-0945-0013_Interim_Response_letter_from_FDA_CDRH_to_Dr__Ernes.pdf,"July 18, 2020",FDA CDRH to Dr  Ernes,2020
FDA-2020-P-0947-0003_Interim_Response_from_FDA_CDER_to_Hyman__Phelps__M.pdf,"February 26, 2020",FDA CDER to Hyman  Phelps  M,2020
