File Name,Date of Petition,Identity of Submitting Entity,Source_Year
FDA-2015-P-1094-0001_Citizen_Petition_from_Food_and_Water_Watch.pdf,"April 2, 2015",Food and Water Watch,2015
FDA-2015-P-1103-0001_Citizen_Petition_from_Hyman_Phelps_McNamara_PC.pdf,"April 3,2015",Hyman Phelps McNamara PC,2015
FDA-2015-P-1153-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"April 7, 2015",Lachman Consultant Services,2015
FDA-2015-P-1187-0001_Citizen_Petition_from_U_S_Right_To_Know_US_RTK.pdf,"April 9, 2015",U S Right To Know US RTK,2015
FDA-2015-P-1197-0001_Citizen_Petition_from_Stryker_Medical.pdf,"October 9, 2015",Stryker Medical,2015
FDA-2015-P-1201-0001_Citizen_Petition_from_Tate_and_Lyle.pdf,"April 10, 2015",Tate and Lyle,2015
FDA-2015-P-1218-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP.pdf,4/15/15,Hogan Lovells US LLP,2015
FDA-2015-P-1279-0001_Citizen_Petition_From_Cigar_Rights_of_America.pdf,4/20/15,Cigar Rights of America,2015
FDA-2015-P-1279-0003_Citizen_Petition_From_Cigar_Rights_of_America_Rega.pdf,"April 25, 2014",Cigar Rights of America Rega,2015
FDA-2015-P-1279-0005_Citizen_Petition_from_Cigar_Rights_of_America.pdf,4/20/15,Cigar Rights of America,2015
FDA-2015-P-1279-0008_Citizen_Petition_from_Cigar_Rights_of_America.pdf,"April 25, 2014",Cigar Rights of America,2015
FDA-2015-P-1279-0011_Citizen_Petition_5_from_Cigar_Rights_of_America.pdf,"April 25, 2014",Cigar Rights of America,2015
FDA-2015-P-1279-0018_Citizen_Petition_from_Cigar_Rights_of_America.pdf,"April 25, 2014",Cigar Rights of America,2015
FDA-2015-P-1279-0020_Citizen_Petition_from_Cigar_Rights_of_America.pdf,"April 25, 2014",Cigar Rights of America,2015
FDA-2015-P-1296-0001_Citizen_Petition_From_LeClairRyan_PC_Jubilant_Drax.pdf,"April 17, 2015",LeClairRyan PC Jubilant Drax,2015
FDA-2015-P-1404-0001_Citizen_Petition_from_Physical_Pharmaceutica_LLC.pdf,June 2013,Physical Pharmaceutica LLC,2015
FDA-2015-P-1431-0001_Citizen_Petition_from_Teva_Pharmaceuticals_Cephalo.pdf,"February 26, 2008",Teva Pharmaceuticals Cephalo,2015
FDA-2015-P-1433-0001_Citizen_Petition_from_Michael_Welber__Redacted.pdf,4/30/15,Michael Welber  Redacted,2015
FDA-2015-P-1449-0001_Citizen_Petition_from_REGCON_Solutions_LLC_Akorn_I.pdf,5/8/15,REGCON Solutions LLC Akorn I,2015
FDA-2015-P-1503-0001_Citizen_Petition_from_eVenus_Pharmaceutical_Labora.pdf,"April 30, 2015",eVenus Pharmaceutical Labora,2015
FDA-2015-P-1553-0001_Citizen_Petition_from_3M_Drug_Delivery_Systems.pdf,"May 4, 2015",3M Drug Delivery Systems,2015
FDA-2015-P-1590-0001_Suitability_Petition_from_Qilu_Pharmaceutical_Co_L.pdf,"May 5, 2015",Qilu Pharmaceutical Co L,2015
FDA-2015-P-1595-0001_Citizen_Petition_from_Cubist_Pharmaceuticals__Inc.pdf,May 2015,Cubist Pharmaceuticals  Inc,2015
FDA-2015-P-1669-0001_Citizen_Petition_from_RegCon_Solutions.pdf,"May 7, 2015",RegCon Solutions,2015
FDA-2015-P-1674-0001_Citizen_Petition_from_Globus_Medical_Inc.pdf,August 2011,Globus Medical Inc,2015
FDA-2015-P-1721-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP_Helsinn.pdf,"May 13, 2015",Hogan Lovells US LLP Helsinn,2015
FDA-2015-P-1722-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP_Helsinn.pdf,"May 13, 2015",Hogan Lovells US LLP Helsinn,2015
FDA-2015-P-1752-0001_Citizen_Petition_from_Wiley_Rein_LLP.pdf,"May 14, 2015",Wiley Rein LLP,2015
FDA-2015-P-1757-0001_Citizen_Petition_from_the_Organic_and_Natural_Heal.pdf,"May 14, 2015",the Organic and Natural Heal,2015
FDA-2015-P-1898-0001_Citizen_Petition_from_Hyman_Phelps_and_McNamara_PC.pdf,"May 27, 2015",Hyman Phelps and McNamara PC,2015
FDA-2015-P-1899-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 22, 2015",Lachman Consultant Services,2015
FDA-2015-P-1900-0001_Citizen_Petition_from_Heidi_Jones.pdf,"May 27,2015",Heidi Jones,2015
FDA-2015-P-1903-0001_Citizen_Petition_from_Matawan_Pharmaceuticals_LLC.pdf,"May 26, 2015",Matawan Pharmaceuticals LLC,2015
FDA-2015-P-1924-0001_Citizen_Petition_from_Hunton_and_Williams_LLP.pdf,"May 28, 2015",Hunton and Williams LLP,2015
FDA-2015-P-1977-0001_Citizen_Petition_from_Gerald_Steel.pdf,"June 1, 2015",Gerald Steel,2015
FDA-2015-P-1977-0248_Citizen_Petition_for_Reconsideration__from_Gerald_.pdf,"December 5, 2018",Gerald,2015
FDA-2015-P-2000-0001_Citizen_Petition_from_AbbVie_Inc.pdf,"June 2, 2015",AbbVie Inc,2015
FDA-2015-P-2000-0007_Supplement_to_Citizen_Petition_from_AbbVie_Inc.pdf,"August 10, 2015",AbbVie Inc,2015
FDA-2015-P-2120-0001_Citizen_Petition_from_Kleinfeld_Kaplan_and_Becker_.pdf,"June 9, 2015",Kleinfeld Kaplan and Becker,2015
FDA-2015-P-2141-0001_Citizen_Petition_from_Heritage_Pharma_Labs_Inc.pdf,"June 9, 2015",Heritage Pharma Labs Inc,2015
FDA-2015-P-2142-0001_Citizen_Petition_from_Public_Citizen.pdf,"June 11, 2015",Public Citizen,2015
FDA-2015-P-2149-0001_Citizen_Petition_from_the_Natural_Solutions_Founda.pdf,6/15/15,the Natural Solutions Founda,2015
FDA-2015-P-2230-0001_Citizen_Petition_from_Hyman_Phelps_and_McNamara_PC.pdf,"June 16, 2015",Hyman Phelps and McNamara PC,2015
FDA-2015-P-2231-0001_Citizen_Petition_from_Cross_Vetpharm_Group_Ltd_Bim.pdf,"June 11, 2015",Cross Vetpharm Group Ltd Bim,2015
FDA-2015-P-2247-0001_Citizen_Petition_from_Tricia_Spencer_Redacted.pdf,"June 12, 2015",Tricia Spencer Redacted,2015
FDA-2015-P-2344-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"June 29,2015",Lachman Consultant Services,2015
FDA-2015-P-2373-0001_Citizen_Petition_from_David_K_Cundiff_MD_Redacted.pdf,"July 2, 2015",David K Cundiff MD Redacted,2015
FDA-2015-P-2374-0001_Citizen_Petition_from_Hyman_Phelps_and_McNamara_PC.pdf,"July 6,2015",Hyman Phelps and McNamara PC,2015
FDA-2015-P-2375-0001_Citizen_Petition_from_Public_Citizen.pdf,"July 7, 2015",Public Citizen,2015
FDA-2015-P-2413-0001_Citizen_Petition_from_Acura_Pharmaceuticals_Inc.pdf,"July 7, 2015",Acura Pharmaceuticals Inc,2015
FDA-2015-P-2481-0001_Reclassification_Petition_from_SweetSpot_Diabetes_.pdf,July 10 2015,SweetSpot Diabetes,2015
FDA-2015-P-2482-0001_Citizen_Petition_from_Otsuka_Pharmaceutical_Develo.pdf,"July 13, 2015",Otsuka Pharmaceutical Develo,2015
FDA-2015-P-2482-0011_SECOND_SUPPLEMENT_TO_CITIZEN_PETITION_from_Venable.pdf,"August 5, 2015",Venable,2015
FDA-2015-P-2626-0001_Citizen_Petition_from_US_WorldMeds_LLC.pdf,7/21/2015,US WorldMeds LLC,2015
FDA-2015-P-2678-0001_Citizen_Petition_from_Brian_C__Weiner__Marlboro_Ga.pdf,"July 24, 2015",Brian C  Weiner  Marlboro Ga,2015
FDA-2015-P-2736-0001_Suitability_Petition_from_Comodo_Health__Inc_.pdf,"July 24, 2015",Comodo Health  Inc,2015
FDA-2015-P-2807-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"July 29, 2015",Lachman Consultant Services,2015
FDA-2015-P-2820-0001_Citizen_Petition_from_Alston_and_Bird__the_Center_.pdf,"July 31, 2015",Alston and Bird  the Center,2015
FDA-2015-P-2830-0001_Citizen_Petition_from_Supernus_Pharmaceuticals_Rop.pdf,"July 31, 2015",Supernus Pharmaceuticals Rop,2015
FDA-2015-P-2854-0001_Citizen_Petition_from_Olsson_Frank_Weeda_Terman_Ma.pdf,"August 3, 2015",Olsson Frank Weeda Terman Ma,2015
FDA-2015-P-2867-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"August 5, 2015",Lachman Consultant Services,2015
FDA-2015-P-2962-0001_Citizen_Petition_From_Regcon_Solutions_LLC.pdf,"April 22, 2015",Regcon Solutions LLC,2015
FDA-2015-P-3009-0001_Citizen_Petition_from_the_Physicians_Committee_for.pdf,"August 14, 2015",the Physicians Committee for,2015
FDA-2015-P-3020-0001_Citizen_Petition_from_Women_s_Voices_for_the_Earth.pdf,"August 18, 2015",Women s Voices for the Earth,2015
FDA-2015-P-3053-0001_Citizen_Petition_from_Florek___Endres_PLLC.pdf,"August 20, 2015",Florek   Endres PLLC,2015
FDA-2015-P-3085-0001_Citizen_Petition_From_Mid_Atlantic_BioTherapeutics.pdf,August 2015,Mid Atlantic BioTherapeutics,2015
FDA-2015-P-3107-0001_Citizen_Petition_from_Ferrosan_Medical_Devices__Du.pdf,"August 20, 2015",Ferrosan Medical Devices  Du,2015
FDA-2015-P-3108-0001_Citizen_Petition_from_Ferrosan_Medical_Devices__Du.pdf,"August 20, 2015",Ferrosan Medical Devices  Du,2015
FDA-2015-P-3139-0001_Citizen_Petition_from_Kimberly_Kideckel_Redacted.pdf,"August 26, 2015",Kimberly Kideckel Redacted,2015
FDA-2015-P-3299-0001_Citizen_Petition_from_Clinipace_Worldwide.pdf,"December 20,1988",Clinipace Worldwide,2015
FDA-2015-P-3319-0001_Citizen_Petition_from_Winifred_Begley_Redacted.pdf,"September 10,2015",Winifred Begley Redacted,2015
FDA-2015-P-3364-0001_Citizen_Petition_from_Dr__Leroy_Hamilton___Redacte.pdf,"September 8, 2015",Dr  Leroy Hamilton   Redacte,2015
FDA-2015-P-3365-0001_Citizen_Petition_from_Inrange_Systems.pdf,"September 4, 2015",Inrange Systems,2015
FDA-2015-P-3391-0001_Citizen_Petition_from_Ashley_Franz__Patricia_Syver.pdf,"September 16, 2015",Ashley Franz  Patricia Syver,2015
FDA-2015-P-3400-0001_Citizen_Petition_from_Lupin_Pharmaceuticals__Inc_.pdf,October 2014,Lupin Pharmaceuticals  Inc,2015
FDA-2015-P-3404-0001_Citizen_Petition_from_Lupin_Pharmaceuticals__Inc_.pdf,9/25/15,Lupin Pharmaceuticals  Inc,2015
FDA-2015-P-3407-0001_Citizen_Petition_RegCon_Solutions_LLC.pdf,"September 23, 2015",,2015
FDA-2015-P-3408-0001_Citizen_Petition_from_David_Cundiff.pdf,"September 25, 2015",David Cundiff,2015
FDA-2015-P-3410-0001_Citizen_Petition_from_David_K_Cundiff.pdf,"September 25, 2015",David K Cundiff,2015
FDA-2015-P-3485-0001_Citizen_Petition_from_the_National_Chicken_Council.pdf,"September 29, 2015",the National Chicken Council,2015
FDA-2015-P-3540-0001_Citizen_Petition_from_Lachman_Consultant_Services.pdf,"October 2, 2015",Lachman Consultant Services,2015
FDA-2015-P-3621-0001_Citizen_Petition_from_Hospira.pdf,"October 5, 2015",Hospira,2015
FDA-2015-P-3739-0001_Citizen_Petition_from_Bryan_Kutz_Redacted.pdf,"October 14, 2015",Bryan Kutz Redacted,2015
FDA-2015-P-3778-0001_Citizen_Petition_from_Orthofix.pdf,"October 14, 2015",Orthofix,2015
FDA-2015-P-3794-0001_Citizen_Petition_From_Lawrence_R__Savage_Redacted.pdf,10/16/15,Lawrence R  Savage Redacted,2015
FDA-2015-P-3876-0001_Citizen_Petition_from_World_Alliance_for_Mercury_F.pdf,October 2015,World Alliance for Mercury F,2015
FDA-2015-P-3942-0001_Citizen_Petition_from_REGCON_Solutions.pdf,"October 26, 2015",REGCON Solutions,2015
FDA-2015-P-3959-0001_Citizen_Petition_from_Daniel_F__Kripke__MD__The_We.pdf,12/16/15,Daniel F  Kripke  MD  The We,2015
FDA-2015-P-3980-0001_Citizen_Petition_from_Teva_Pharmaceutical_Industri.pdf,"October 26, 2015",Teva Pharmaceutical Industri,2015
FDA-2015-P-3991-0001_Citizen_Petition_from_The_Take_Back_America_Campai.pdf,10/30/15,The Take Back America Campai,2015
FDA-2015-P-4019-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"October 30, 2015",Hyman  Phelps   McNamara  P,2015
FDA-2015-P-4131-0001_Citizen_Petition_from_the_University_of_Florida.pdf,"November 4, 2015",the University of Florida,2015
FDA-2015-P-4131-0007_Supplement_to_Oral_Phenylephrine_Citizen_Petition_.pdf,May 2022,Oral Phenylephrine Citizen Petition,2015
FDA-2015-P-4224-0001_Citizen_Petition_from_Flamingo_Pharmaceuticals_Ltd.pdf,"November 4, 2015",Flamingo Pharmaceuticals Ltd,2015
FDA-2015-P-4231-0001_Citizen_Petition_from_REGCON_Solutions.pdf,"November 11, 2015",REGCON Solutions,2015
FDA-2015-P-4237-0001_Citizen_Petition_from_Gland_Pharma_Limited.pdf,"November 06, 2015",Gland Pharma Limited,2015
FDA-2015-P-4307-0001_Citizen_Petition_from_Guy_Aliotta_Redacted.pdf,"November 18, 2015",Guy Aliotta Redacted,2015
FDA-2015-P-4529-0001_Citizen_Petition_from_UAW_Retiree_Medical_Benefits.pdf,"November 23, 2015",UAW Retiree Medical Benefits,2015
FDA-2015-P-4564-0001_Citizen_Petition_from_KIND_LLC.pdf,"December 1, 2015",KIND LLC,2015
FDA-2015-P-4566-0001_Citizen_Petition_from_Concordia_Pharmaceuticals__B.pdf,"December 1, 2015",Concordia Pharmaceuticals  B,2015
FDA-2015-P-4582-0001_Citizen_Petition_from_Margaret_Moustafa_Redacted.pdf,"December 2, 2015",Margaret Moustafa Redacted,2015
FDA-2015-P-4600-0001_Citizen_Petition_from_Bayer_HealthCare_LLC.pdf,"December 3, 2015",Bayer HealthCare LLC,2015
FDA-2015-P-4601-0001_Citizen_Petition_from_Frier_Levitt.pdf,"December 
45  2013",Frier Levitt,2015
FDA-2015-P-4664-0001_Citizen_Petition_from_Richard_Fife_Redacted.pdf,"December 07, 2015",Richard Fife Redacted,2015
FDA-2015-P-4916-0001_Citizen_Petition_from_REGCON_Solutions.pdf,"December 16, 2015",REGCON Solutions,2015
FDA-2015-P-4935-0001_Citizen_Petition_from_AbbVie_Inc_.pdf,"December 16, 2015",AbbVie Inc,2015
FDA-2015-P-4945-0001_Citizen_Petition_from_Ryszard_Rokicki_Redacted.pdf,"December 14, 2015",Ryszard Rokicki Redacted,2015
FDA-2015-P-4946-0001_Citizen_Petition_from_Zydus_Pharmaceuticals__USA__.pdf,December 2015,Zydus Pharmaceuticals  USA,2015
FDA-2015-P-4959-0001_Citizen_Petition_from_Cardinal_Health_Regulatory_S.pdf,"December 17, 2015",Cardinal Health Regulatory S,2015
FDA-2015-P-5022-0001_Citizen_Petition_from_Pharmaceutical_Research_and_.pdf,"December 22, 2015",Pharmaceutical Research and,2015
FDA-2015-P-5108-0001_Citizen_Petition_from_Purdue_Pharma_L_P___Kleinfel.pdf,"December 22, 2015",Purdue Pharma L P   Kleinfel,2015
FDA-2016-P-0031-0001_Citizen_Petition_from_Indoco_Remedies_Limited.pdf,"December 30, 2015",Indoco Remedies Limited,2016
FDA-2016-P-0040-0001_Citizen_Petition_from_Troutman_Sanders_LLP.pdf,1/22/16,Troutman Sanders LLP,2016
FDA-2016-P-0134-0001_Citizen_Petition_from_Summit_Pharmaceuticals__Inc_.pdf,"January 19,2016",Summit Pharmaceuticals  Inc,2016
FDA-2016-P-0145-0001_Citizen_Petition_from_Med_Pharmex__Inc_.pdf,"January 05, 2016",Med Pharmex  Inc,2016
FDA-2016-P-0147-0001_Citizen_Petition_from_Bumble_Bee_Foods__LLC__et_al.pdf,"September 3, 2015",Bumble Bee Foods  LLC  et al,2016
FDA-2016-P-0159-0001_Citizen_Petition_from_Biorex_Labs_LLC.pdf,"January 01,2016",Biorex Labs LLC,2016
FDA-2016-P-0187-0001_Citizen_Petition_from_United_Therapeutics_Corporat.pdf,"January 14, 2016",United Therapeutics Corporat,2016
FDA-2016-P-0214-0001_Citizen_Petition_from_Rosalind_Advisors__Inc_.pdf,"January 16, 2016",Rosalind Advisors  Inc,2016
FDA-2016-P-0378-0001_Citizen_Petition_from_The_Weinberg_Group__Inc_.pdf,"January 28, 2016",The Weinberg Group  Inc,2016
FDA-2016-P-0383-0001_Citizen_Petition_from_Fish___Richardson_P__C___Dep.pdf,"January 29, 2016",Fish   Richardson P  C   Dep,2016
FDA-2016-P-0540-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"February 10, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-0541-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"February 10, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-0542-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"February 10, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-0618-0001_Citizen_Petition_from_Emily_Conner__Redacted.pdf,"February 16, 2016",Emily Conner  Redacted,2016
FDA-2016-P-0621-0001_Citizen_Petition_from_Hogan_Lovells_US_LLP__Helsin.pdf,"February 18, 2016",Hogan Lovells US LLP  Helsin,2016
FDA-2016-P-0644-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"February 22, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-0645-0001_Citizen_Petition_from_Pharmaceutical_Manufacturing.pdf,"February 19,2016",Pharmaceutical Manufacturing,2016
FDA-2016-P-0656-0001_Citizen_Petition_from_Steven_Zecola___Redacted.pdf,"January 30, 2015",Steven Zecola   Redacted,2016
FDA-2016-P-0689-0001_Citizen_Petition_from_Leana_Wen__M_D___M_Sc___Comm.pdf,"February 22, 2016",Leana Wen  M D   M Sc   Comm,2016
FDA-2016-P-0713-0001_Citizen_Petition_from_Pernix_Therapeutics.pdf,"February 25, 2016",Pernix Therapeutics,2016
FDA-2016-P-0769-0001_Citizen_Petition_from_Empire_State_Consumer_Projec.pdf,"February 26, 2016",Empire State Consumer Projec,2016
FDA-2016-P-0770-0001_Citizen_Petition_from_International_Isotopes_Inc_.pdf,8/25/16,International Isotopes Inc,2016
FDA-2016-P-0974-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"March 15, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1026-0001_Citizen_Petition_from_Germaine_Laboratories__Inc_.pdf,"March 18, 2016",Germaine Laboratories  Inc,2016
FDA-2016-P-1027-0001_Citizen_Petition_from_Gland_Pharma_Limited.pdf,"March 21, 2016",Gland Pharma Limited,2016
FDA-2016-P-1037-0001_Citizen_Petition_from_Rose_Zhao__Emprise_Pharma.pdf,"March 18, 2016",Rose Zhao  Emprise Pharma,2016
FDA-2016-P-1073-0001_Citizen_Petition_from_PAR_Pharmaceutical.pdf,"March 22, 2016",PAR Pharmaceutical,2016
FDA-2016-P-1085-0001_Citizen_Petition_from_Frontage_Laboratories_Inc.pdf,"March 23, 2016",Frontage Laboratories Inc,2016
FDA-2016-P-1088-0001_Citizen_Petition_from_ABHAI_LLC_c_o_KVK_Tech__Inc.pdf,"March 23,2016",ABHAI LLC c o KVK Tech  Inc,2016
FDA-2016-P-1088-0007_Amendment_to_Suitability_Petition_for_Oxybutynin_C.pdf,"September 19, 2019",Suitability Petition for Oxybutynin C,2016
FDA-2016-P-1090-0004_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"March 24, 2016",Lachman Consultant Services,2016
FDA-2016-P-1104-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"March 30, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1105-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"March 30, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1106-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"March 30, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1107-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"March 30, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1108-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"March 30, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1115-0001_Citizen_Petition_from_Mostyn_Law_Firm.pdf,"March 31, 2016",Mostyn Law Firm,2016
FDA-2016-P-1128-0001_Citizen_Petition_from_Melissa_Schilling___Redacted.pdf,"April 6, 2016",Melissa Schilling   Redacted,2016
FDA-2016-P-1158-0001_Citizen_Petition_from_Amanda_Williams_Redacted.pdf,"April 15, 2016",Amanda Williams Redacted,2016
FDA-2016-P-1163-0001_Citizen_Petition_from_Foley_Hoag_LLP__Vifor_Fresen.pdf,"April 15, 2016",Foley Hoag LLP  Vifor Fresen,2016
FDA-2016-P-1163-0098_Petition_for_Reconsideration_and_Stay_from_SIDLEY_.pdf,"June 25, 2021",SIDLEY,2016
FDA-2016-P-1169-0001_Citizen_Petition_from_e5_Pharma_LLC.pdf,"April 6, 2016",e5 Pharma LLC,2016
FDA-2016-P-1169-0006_Citizen_Petition_for_Reconsideration_from_e5_Pharm.pdf,"July 08, 2016",e5 Pharm,2016
FDA-2016-P-1169-0011_Petition_for_Reconsideration___Decision_Request.pdf,"September 20, 2018",,2016
FDA-2016-P-1171-0001_Citizen_Petition_from_Breast_Cancer_Fund__Center_f.pdf,"April 19, 2016",Breast Cancer Fund  Center f,2016
FDA-2016-P-1171-0013_Petition_for_Reconsideration_from_Earthjustice.pdf,"June 21, 2022",Earthjustice,2016
FDA-2016-P-1180-0001_Citizen_Petition_from_Top_Health_Ingredients_Inc_R.pdf,"April 9, 2016",Top Health Ingredients Inc R,2016
FDA-2016-P-1180-0044_Supplement_to_Citizens_Petition_from_Top_Health_In.pdf,"April 20, 2016",Top Health In,2016
FDA-2016-P-1180-0045_Supplement_to_Citizen_Petition_of_Top_Health_Ingr_.pdf,"March 20, 2018",Citizen Petition of Top Health Ingr,2016
FDA-2016-P-1211-0001_Citizen_Petition_from_Medtech_Products_Inc_.pdf,April 2016,Medtech Products Inc,2016
FDA-2016-P-1212-0001_Citizen_Petition_from_Medtech_Products_Inc_.pdf,April 2016,Medtech Products Inc,2016
FDA-2016-P-1213-0001_Citizen_Petition_from_Medtech_Products_Inc_.pdf,"Jan 14, 1998",Medtech Products Inc,2016
FDA-2016-P-1246-0001_Citizen_Petition__from_the_Working_Group_on_Women_.pdf,"May 12, 2016",the Working Group on Women,2016
FDA-2016-P-1246-0005_FDA_Citizen_Petition_06_13_2016.pdf,"May 12, 2016",FDA,2016
FDA-2016-P-1247-0001_Citizen_Petition_from_ABHAI__LLC.pdf,"May 03, 2016",ABHAI  LLC,2016
FDA-2016-P-1249-0001_Citizen_Petition_from_Hyman__Phelps___McNamara__P_.pdf,"July 27, 2012",Hyman  Phelps   McNamara  P,2016
FDA-2016-P-1250-0001_Citizen_Petition_from_PTS_Consulting.pdf,"May 4, 2016",PTS Consulting,2016
FDA-2016-P-1251-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 9, 2016",Lachman Consultant Services,2016
FDA-2016-P-1285-0001_Citizen_Petition_from_Mylan_Pharmaceuticals_Inc.pdf,"May 12,2016",Mylan Pharmaceuticals Inc,2016
FDA-2016-P-1286-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 13, 2016",Lachman Consultant Services,2016
FDA-2016-P-1287-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 13, 2016",Lachman Consultant Services,2016
FDA-2016-P-1288-0001_Citizen_Petition_from_Fluoride_Action_Network.pdf,"May 16, 2016",Fluoride Action Network,2016
FDA-2016-P-1303-0001_Citizen_Petition_from_Consumers_for_Dental_Choice.pdf,May 2016,Consumers for Dental Choice,2016
FDA-2016-P-1314-0001_Citizen_Petition_from_Center_for_Responsible_Scien.pdf,"May	
  9,	
  2016",Center for Responsible Scien,2016
FDA-2016-P-1319-0001_Citizen_Petition_from_Florek___Endres_PLLC.pdf,"May 23, 2016",Florek   Endres PLLC,2016
FDA-2016-P-1363-0001_Citizen_Petition_from_Gordon_Johnston_Regulatory_C.pdf,"May 25, 2016",Gordon Johnston Regulatory C,2016
FDA-2016-P-1364-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"May 25, 2016",Lachman Consultant Services,2016
FDA-2016-P-1398-0001_Citizen_Petition_from_Dr__Hooman_Noorchashm_Redact.pdf,"April 7, 2016",Dr  Hooman Noorchashm Redact,2016
FDA-2016-P-1547-0001_Citizens_Petition_from_Baxter_Healthcare_Corporati.pdf,"June 9, 2016",Baxter Healthcare Corporati,2016
FDA-2016-P-1650-0001_Citizen_Petition_from_Lannett_Company__Inc_.pdf,"June 14, 2016",Lannett Company  Inc,2016
FDA-2016-P-1667-0001_Citizen_Petition_from_Zydus_Pharmaceutical__USA__I.pdf,June 2016,Zydus Pharmaceutical  USA  I,2016
FDA-2016-P-1674-0001_Citizen_Petition_from_Tate___Lyle_Ingredients_Amer.pdf,"June 15, 2016",Tate   Lyle Ingredients Amer,2016
FDA-2016-P-1676-0001_Citizen_Petition_from_JR_Rapoza_Associates__Inc_.pdf,"June 16,2016",JR Rapoza Associates  Inc,2016
FDA-2016-P-1725-0001_Citizen_Petition_from_Lachman_Consultant_Services_.pdf,"June 20, 2016",Lachman Consultant Services,2016
